121 156
35 5 77
8 19 54
3 8 81
37 14 12
4 2 50
53 44 77
43 19 15
11 4 21
17 34 46
29 9 48
1 2 54
45 22 23
21 37 40
52 44 53
20 43 16
7 35 66
24 20 73
16 35 12
49 1 37
41 34 30
39 35 15
30 8 79
48 7 2
23 35 36
12 29 36
28 52 39
15 1 24
26 30 81
51 53 28
40 11 15
33 49 91
47 29 79
31 45 36
25 41 94
13 51 27
32 8 99
46 5 36
42 29 50
10 51 50
18 46 36
36 13 98
38 32 75
55 54 10
50 51 94
6 41 76
27 40 40
27 52 29
32 36 94
31 25 3
33 2 5
35 44 22
14 32 27
9 39 34
33 4 9
16 32 20
271 291
257 2 74
57 2 66
53 257 17
116 57 4
31 116 51
238 257 74
227 116 49
124 227 65
1 238 31
119 124 11
269 238 50
135 2 16
117 135 70
8 53 10
162 119 43
208 135 90
194 2 59
131 135 84
229 227 78
176 208 17
146 31 59
150 176 65
25 146 39
133 150 10
268 57 54
107 268 89
47 208 83
91 135 92
196 124 3
5 2 49
60 269 49
140 227 20
118 116 52
148 227 72
149 25 61
58 116 42
123 208 16
201 131 91
138 201 51
61 124 80
198 60 44
35 162 25
70 124 73
14 35 21
178 58 56
113 117 46
64 208 51
177 268 55
76 238 37
195 150 45
17 131 6
28 135 53
38 1 90
9 118 13
27 140 79
97 8 15
16 25 24
218 176 66
236 257 6
41 107 31
103 116 50
6 9 35
89 135 3
129 64 45
151 27 37
79 70 66
154 5 67
266 53 14
12 38 12
160 76 11
183 17 79
260 123 37
204 260 47
171 160 6
13 135 57
111 60 58
212 25 70
65 218 80
19 119 64
180 195 83
4 5 3
175 14 47
74 113 97
32 1 7
223 160 24
92 5 60
243 118 17
134 243 61
40 260 91
161 208 57
132 19 46
215 133 77
68 53 38
69 32 100
109 269 49
217 8 98
209 4 66
24 103 50
125 97 33
86 129 44
230 41 78
75 124 31
188 38 97
197 180 31
235 91 40
213 236 86
169 58 51
121 91 80
187 14 41
3 125 17
34 195 17
174 212 70
15 121 97
137 238 67
21 215 24
37 236 36
168 217 13
87 180 60
94 12 74
253 194 54
82 135 11
186 82 55
51 168 39
242 238 37
55 235 86
80 1 50
232 175 91
210 51 63
221 227 55
261 268 11
122 57 43
207 27 58
43 133 15
262 204 56
184 217 10
44 183 39
128 9 71
170 53 89
158 111 82
83 196 75
52 174 52
241 38 31
145 137 50
264 74 62
112 177 43
105 69 3
139 184 46
39 121 28
205 170 36
18 74 3
259 38 33
130 14 43
258 218 90
50 229 81
98 186 45
46 135 77
49 112 47
237 46 66
114 218 73
85 180 43
142 149 96
78 139 93
240 261 59
101 183 41
152 31 19
267 170 65
231 103 54
126 122 25
156 231 31
167 126 63
233 34 6
191 69 90
144 91 57
104 119 43
62 213 39
26 242 16
157 194 37
255 240 13
11 94 71
88 122 74
226 150 7
159 264 55
30 114 87
249 114 99
165 144 38
265 80 9
270 183 77
33 150 29
182 243 69
147 27 69
263 12 40
256 149 90
20 1 61
254 267 100
192 37 7
90 6 84
216 62 46
222 205 41
234 82 71
193 32 28
247 229 90
77 68 44
95 133 27
206 243 46
59 188 94
10 101 10
251 229 33
141 140 79
99 30 23
120 237 79
185 249 100
106 125 58
45 129 28
153 2 54
67 89 26
108 132 4
173 2 85
102 191 41
143 101 67
203 139 62
127 9 55
72 237 89
56 112 71
172 187 37
202 120 97
239 67 24
199 62 27
66 255 73
100 216 84
220 266 82
246 221 71
136 258 9
81 103 30
54 95 96
163 47 38
219 251 54
29 52 4
179 249 98
245 112 79
200 159 4
248 90 24
48 247 39
164 4 47
63 81 2
214 41 32
189 123 82
190 35 80
211 264 58
110 137 97
252 209 32
36 53 65
42 76 8
250 249 11
7 144 95
22 62 18
166 201 68
23 195 34
71 122 50
73 202 45
93 83 24
181 42 8
244 31 51
224 82 69
225 101 7
228 218 76
96 106 35
155 51 14
115 259 31
84 154 19
271 235 80
215 9 98
156 97 70
65 176 37
52 64 56
205 202 87
122 20 23
26 130 79
32 217 26
266 246 17
238 25 35
191 186 18
39 248 23
89 38 87
89 121 24
24 231 73
80 23 28
217 68 43
210 64 1
250 135 50
221 257 15
7 35 65
294 527
128 143 66
257 128 66
91 128 20
69 143 22
109 128 76
238 91 77
157 143 56
44 238 42
276 238 68
50 109 3
248 276 53
11 257 59
55 257 21
171 69 2
65 44 4
70 65 90
126 276 100
159 91 57
200 238 62
278 55 80
167 171 75
106 44 49
76 157 20
265 70 15
252 276 18
110 11 91
130 110 6
259 65 56
7 106 56
201 159 40
150 76 42
8 55 100
194 259 60
78 69 80
115 50 48
148 248 77
113 252 97
221 238 96
46 70 100
15 150 59
184 7 20
243 259 26
209 70 28
63 11 14
219 113 32
32 7 3
271 91 31
263 159 51
182 50 24
247 219 27
77 148 85
211 209 28
152 50 91
185 159 35
172 263 5
127 106 28
180 259 59
293 130 96
87 109 19
60 248 10
253 65 64
145 152 14
151 63 98
120 65 43
177 276 7
286 44 20
134 177 45
102 247 99
45 257 83
81 221 54
290 143 12
280 46 89
153 253 66
119 106 71
199 126 74
79 46 38
158 276 64
103 184 81
59 201 5
225 180 95
108 102 80
68 87 22
4 259 25
38 225 49
43 103 100
116 150 8
123 8 65
36 238 93
272 148 74
285 252 79
54 248 3
111 280 21
161 290 19
22 265 38
25 158 71
95 286 74
56 247 55
40 128 68
146 25 98
217 63 98
178 293 97
51 32 100
204 167 23
89 109 44
273 77 1
176 157 43
90 7 90
233 211 74
47 4 83
208 109 12
37 126 24
99 79 70
71 243 78
80 8 73
52 63 71
105 161 97
195 221 33
74 278 9
191 211 9
284 8 100
258 32 1
207 105 14
287 32 74
104 81 84
61 247 64
186 185 95
64 104 86
228 60 99
92 191 40
196 182 5
229 191 29
82 113 96
242 32 39
1 259 34
222 56 11
224 276 88
227 91 98
53 11 78
235 110 42
245 194 37
260 70 16
86 123 86
9 243 65
190 38 76
57 102 45
112 37 13
135 81 4
232 161 90
215 153 95
133 43 61
139 95 54
240 111 28
216 79 59
163 252 30
187 116 76
21 184 2
17 81 51
97 229 18
3 77 39
121 123 16
188 271 51
162 151 78
193 1 16
267 293 51
155 185 50
269 133 3
210 155 66
250 232 13
138 119 91
125 151 43
275 45 52
93 252 21
140 265 100
48 180 8
223 130 79
28 44 74
96 177 98
214 245 37
35 287 3
254 120 30
118 46 20
23 50 37
239 61 58
124 115 12
160 188 57
164 43 66
131 80 49
206 22 57
107 71 97
117 1 87
137 232 74
72 125 80
67 36 27
274 126 99
12 37 36
73 243 65
202 69 1
30 225 40
291 67 53
203 107 36
62 210 63
169 177 38
236 28 41
2 128 57
141 200 69
156 22 37
251 126 4
34 96 46
246 140 3
268 210 74
183 120 75
84 229 51
249 67 55
142 268 93
288 125 29
266 141 14
100 140 18
181 48 20
6 105 56
42 260 64
24 199 57
213 150 65
58 193 78
262 32 3
39 236 65
132 107 50
289 118 89
255 43 44
33 194 36
226 48 88
19 133 51
283 61 27
149 11 83
175 22 97
129 132 57
277 150 49
244 183 65
279 243 7
85 109 78
66 152 1
5 150 14
41 105 88
230 86 83
166 118 99
144 214 9
173 222 32
292 268 17
261 121 17
13 210 58
75 69 56
154 103 30
189 104 51
26 107 91
192 127 97
212 134 52
98 181 21
165 7 75
264 193 73
281 1 43
88 69 6
16 242 36
94 264 12
122 141 18
168 78 51
220 140 42
294 69 17
101 172 8
83 53 45
282 21 100
29 201 38
218 79 95
18 22 4
241 126 7
20 117 70
147 75 60
256 29 61
14 232 64
170 125 6
179 59 52
174 116 97
270 2 77
136 73 39
114 159 92
231 272 50
198 58 59
49 75 10
237 141 40
27 226 62
10 89 95
197 286 76
234 217 21
31 269 38
205 60 16
164 109 19
176 37 20
223 227 61
98 29 48
137 171 29
284 141 65
236 18 97
255 27 85
155 121 35
245 50 17
188 195 9
16 232 40
43 197 81
133 89 94
118 95 29
225 157 7
155 186 53
243 214 8
202 87 86
237 246 60
65 21 1
227 254 91
41 182 69
148 53 94
19 104 49
252 86 98
226 219 42
92 287 77
167 252 72
127 266 13
21 232 72
51 39 64
191 183 6
220 165 6
284 264 99
148 159 65
26 207 94
252 231 61
132 48 1
180 265 36
252 207 46
145 168 25
188 4 98
204 262 95
238 10 44
87 121 69
199 37 35
127 285 22
87 281 54
155 171 35
41 234 8
266 4 46
240 291 1
170 230 78
233 135 88
48 241 32
73 242 73
256 202 26
130 98 69
141 208 27
19 293 32
289 285 65
128 174 76
257 262 36
178 145 13
238 141 64
161 146 71
205 146 42
260 123 43
112 78 21
224 261 89
51 222 73
31 62 6
126 209 74
79 222 38
76 124 4
166 17 84
151 134 100
58 116 54
255 250 38
245 99 44
209 294 66
272 14 75
254 158 64
193 261 35
112 199 24
56 60 64
274 175 39
288 178 55
198 159 4
243 225 43
160 244 39
34 60 97
112 266 58
162 278 62
145 211 57
88 154 63
41 88 66
217 83 100
32 17 82
221 254 34
241 276 35
84 83 74
267 99 85
264 114 32
30 98 34
148 24 24
80 97 21
17 43 92
57 90 61
121 245 68
216 141 92
121 129 29
254 159 45
108 33 27
38 75 56
175 61 20
134 108 58
111 292 63
73 182 62
255 207 58
69 128 99
294 155 80
167 154 98
43 82 30
256 160 95
238 202 36
294 20 89
172 152 88
244 222 66
236 279 78
69 212 34
215 281 52
119 267 99
94 244 89
53 45 69
223 89 58
31 277 25
242 100 58
188 282 7
201 34 2
206 192 63
155 281 79
88 173 29
13 220 36
29 5 79
195 77 5
230 70 67
95 231 13
45 48 14
216 211 52
11 111 66
172 215 30
236 120 44
181 162 62
21 163 81
5 277 29
178 126 22
186 91 78
178 85 65
42 38 46
201 153 50
226 16 98
26 10 81
279 267 36
119 282 90
148 250 92
181 2 91
100 230 9
32 103 80
199 25 44
243 122 72
221 165 10
220 182 88
207 92 49
71 3 34
223 155 15
265 26 31
273 87 89
224 294 16
221 128 2
23 224 30
242 8 6
89 37 95
145 143 45
55 13 14
204 81 79
257 179 19
178 278 85
34 165 4
274 144 55
250 81 84
56 63 49
184 279 76
130 242 28
280 225 70
112 244 96
189 166 70
51 185 63
131 261 33
120 233 74
275 6 15
19 199 46
80 47 97
255 200 4
151 233 88
7 273 6
56 288 89
65 188 78
51 5 33
135 114 15
258 199 99
238 232 17
270 203 36
145 118 64
144 146 16
181 31 54
252 50 81
98 112 96
250 85 81
289 246 70
24 192 29
128 79 10
222 242 10
77 233 59
163 194 28
143 6 76
209 37 52
35 36 86
252 60 64
177 52 26
42 238 96
196 266 5
96 254 71
198 393
152 94 90
120 152 35
161 94 64
23 161 61
6 161 39
132 6 9
38 132 21
86 161 30
91 132 88
189 120 44
39 23 52
136 6 3
134 94 59
112 91 45
96 152 84
143 94 32
73 39 15
172 143 80
109 152 41
178 136 55
41 109 98
56 136 49
128 39 95
164 6 33
186 56 57
33 109 59
70 112 15
147 6 38
190 96 72
155 86 30
168 152 54
122 120 49
148 189 35
12 190 78
46 41 35
81 73 91
92 73 20
166 164 69
49 12 4
42 33 3
191 73 66
34 12 94
177 6 44
14 166 94
125 152 14
69 23 18
158 190 34
30 56 52
48 143 77
95 136 71
29 81 37
123 41 36
16 136 37
169 152 99
97 73 67
57 128 39
1 189 91
126 97 51
54 38 19
71 128 91
142 39 85
170 169 17
151 29 83
22 169 81
87 177 63
37 148 35
72 70 73
58 112 72
194 39 68
18 48 20
167 161 21
157 170 13
117 91 99
50 49 34
181 143 70
89 168 42
139 155 35
101 168 45
138 120 82
115 155 4
195 6 38
127 139 88
26 49 64
28 167 58
60 87 72
163 14 94
108 71 38
82 37 83
36 189 71
149 166 94
160 54 93
103 115 68
175 109 82
121 136 42
182 128 67
140 191 58
19 191 52
9 161 93
146 190 3
173 57 79
176 82 75
17 191 71
59 82 52
68 158 25
80 49 25
106 128 58
154 29 74
129 154 19
196 121 68
197 19 70
102 87 73
83 95 51
116 14 80
184 82 97
20 103 90
162 154 100
180 103 12
5 96 28
90 89 40
171 132 5
118 164 30
93 134 9
75 170 72
145 149 26
192 39 77
131 162 21
3 17 28
55 109 65
40 121 84
135 184 68
4 91 4
110 164 53
114 93 96
165 4 3
27 149 45
124 123 50
13 94 65
79 72 81
84 112 82
21 158 28
88 68 89
24 37 50
156 116 65
159 171 37
47 103 61
2 190 28
76 36 4
32 116 32
153 75 60
141 37 2
104 191 4
179 39 56
8 20 5
63 54 38
107 190 12
130 3 16
74 72 8
66 122 78
193 101 53
43 14 77
51 68 28
45 165 64
105 117 40
98 37 1
99 72 52
64 20 70
113 106 53
174 166 85
85 175 46
77 101 75
67 167 12
137 177 70
100 140 4
185 49 75
65 93 46
119 85 91
78 197 18
188 179 27
7 66 81
150 91 94
10 3 15
133 175 25
11 155 34
187 116 41
25 178 19
111 2 19
62 118 89
53 128 23
144 195 76
183 188 46
52 164 2
31 67 76
35 16 24
61 51 9
198 32 96
44 196 28
15 27 19
9 196 34
145 23 32
64 94 6
110 150 14
64 104 4
66 181 99
67 184 12
32 19 7
144 66 14
109 25 42
41 156 25
34 187 66
15 39 71
158 25 49
72 129 59
45 101 36
14 49 1
92 169 56
175 35 20
84 28 31
88 159 64
28 9 33
121 111 35
109 42 17
63 106 95
92 56 67
102 160 88
104 44 78
93 3 63
149 191 40
43 158 22
123 39 33
113 173 26
72 90 86
148 35 44
53 156 59
116 17 62
64 59 27
94 1 12
154 97 70
46 138 52
127 144 65
172 154 30
115 110 95
69 119 15
163 166 66
25 140 27
132 60 40
74 105 4
111 197 15
87 189 94
48 19 86
187 79 6
20 54 62
35 47 59
77 195 32
120 17 28
84 108 48
170 149 49
53 31 4
18 179 2
107 14 87
59 28 100
14 33 78
3 152 59
137 13 79
114 49 100
152 136 78
125 168 42
35 33 39
180 185 33
189 25 38
73 129 46
120 172 90
1 55 56
139 103 41
64 187 78
160 139 35
85 158 1
170 166 34
195 68 55
42 157 3
129 28 54
15 56 8
54 2 88
88 15 90
45 57 7
119 133 53
54 68 53
66 156 20
72 50 90
18 184 84
122 100 51
55 112 68
47 176 69
177 166 72
99 154 31
192 35 60
169 131 6
145 8 70
63 100 8
11 151 58
162 13 75
19 97 94
42 128 55
132 29 63
163 15 15
55 50 18
147 133 62
78 14 14
44 46 35
93 194 54
170 83 39
149 173 80
172 61 4
50 173 35
167 9 42
103 196 58
64 31 88
172 176 86
114 31 92
25 172 39
91 28 96
61 47 39
109 180 81
194 105 39
98 160 22
65 131 23
41 100 81
70 2 18
140 30 34
118 40 74
175 94 15
47 165 29
32 29 94
123 188 50
96 129 2
57 149 46
55 89 5
97 167 92
42 120 48
153 95 19
19 65 16
48 38 31
175 44 44
25 104 66
98 172 88
160 168 6
145 175 75
13 95 22
164 175 71
69 59 89
135 23 1
164 160 84
122 123 57
190 111 84
18 134 77
4 92 71
160 157 9
116 21 56
45 154 75
113 186 73
62 64 1
103 57 63
49 125 97
75 10 16
141 6 2
183 89 8
62 73 44
16 108 4
73 4 44
49 137 38
198 14 96
100 176 6
189 107 60
173 193 85
172 189 85
175 141 40
96 121 23
107 196 66
136 180 84
30 82 46
178 26 10
33 20 73
43 10 37
117 160 33
170 50 7
65 139 80
115 173 42
27 57 78
44 164 8
72 141 14
114 132 81
100 103 69
178 126 25
179 143 83
6 8
5 4 87
1 5 67
3 1 90
2 3 68
6 3 93
2 4 46
3 4 61
5 6 99
294 514
281 139 75
57 281 79
94 139 2
248 281 94
215 248 73
104 215 42
35 104 96
93 104 53
28 281 25
174 104 18
89 28 83
234 94 62
278 248 37
240 93 28
71 240 46
86 57 89
188 104 41
226 94 13
194 281 2
218 234 59
235 215 54
162 218 24
291 194 36
219 226 33
206 93 30
262 248 58
243 248 98
158 234 11
156 262 5
293 104 63
34 291 38
253 262 70
56 243 94
40 194 94
274 56 70
165 174 29
131 174 54
14 234 98
52 57 17
20 262 74
84 235 6
167 84 6
51 94 29
179 226 75
114 248 31
184 253 15
292 84 94
289 235 3
67 51 62
181 219 36
261 292 5
268 131 35
282 14 98
29 215 7
134 215 37
27 165 89
270 57 9
129 240 38
3 235 6
283 226 16
231 28 29
103 282 7
245 235 55
7 94 52
241 174 20
148 7 40
230 94 31
191 231 100
207 89 33
220 14 30
286 188 18
175 174 94
23 219 86
79 286 36
209 274 25
26 156 66
223 29 94
169 162 91
15 274 67
212 94 93
152 148 82
39 139 72
192 292 57
74 27 15
271 7 12
214 167 5
157 89 25
147 93 59
19 158 19
285 175 16
83 219 34
225 191 71
140 39 73
279 209 4
48 165 75
237 194 27
236 14 57
85 23 86
64 156 93
76 231 3
183 268 84
182 261 52
204 183 20
125 162 63
68 225 59
203 67 72
111 184 13
113 225 18
258 67 30
47 103 91
229 7 94
42 94 15
222 174 98
186 165 18
197 184 75
133 268 70
122 274 4
146 125 86
190 212 78
164 158 15
132 285 29
145 148 43
273 76 80
266 140 86
101 164 22
141 93 54
30 243 92
5 40 19
177 162 58
135 141 72
13 27 48
142 292 24
127 258 8
211 68 77
96 3 17
269 48 4
128 211 1
143 190 21
224 127 56
195 184 67
37 179 38
251 236 81
106 157 43
124 184 30
38 124 50
102 42 29
198 85 29
24 262 64
290 278 11
242 85 73
267 286 42
98 269 61
53 29 26
244 113 17
232 186 74
72 167 55
263 35 28
22 266 89
110 96 47
8 35 55
82 235 58
99 231 85
1 207 84
196 89 1
221 27 48
43 103 81
112 263 79
36 235 6
60 157 73
239 83 5
25 53 42
90 158 33
275 125 19
100 220 87
288 147 23
254 113 100
246 248 33
65 219 96
97 194 21
91 183 78
117 195 5
18 72 23
138 241 43
49 290 42
151 64 8
120 182 48
62 133 62
46 22 93
208 91 6
73 251 97
59 51 85
107 232 67
137 122 74
17 292 95
116 124 9
168 74 25
180 254 70
6 104 95
159 239 49
233 288 99
210 107 83
163 292 54
31 192 84
70 117 25
55 209 4
277 190 66
161 275 80
172 24 60
171 182 88
216 51 90
75 263 38
200 182 79
16 286 21
176 23 16
4 243 76
260 85 69
264 98 91
130 74 89
126 91 54
12 145 37
119 48 4
10 20 29
88 279 24
280 242 87
121 212 38
78 181 76
255 107 59
257 126 73
63 26 10
32 248 85
238 12 43
44 73 46
58 169 22
249 16 9
199 246 48
11 32 6
276 99 58
173 273 98
45 3 40
284 292 75
252 83 39
80 286 28
187 53 91
256 119 87
41 231 60
33 110 32
259 72 44
21 219 26
115 6 76
81 214 72
9 274 13
213 163 73
50 143 72
69 110 3
92 229 94
217 288 55
265 90 65
123 70 85
108 120 90
201 4 8
178 91 5
154 46 9
144 171 52
150 84 16
193 265 63
95 176 94
227 90 63
155 79 57
250 179 12
166 174 95
272 164 65
118 191 55
170 201 56
77 107 38
105 193 18
189 38 43
160 70 57
205 226 75
287 163 93
109 157 98
228 147 43
2 63 73
294 219 26
66 235 12
149 249 51
54 225 89
136 256 25
202 22 12
185 250 20
153 56 22
87 46 18
61 215 14
247 166 87
131 213 52
170 211 10
11 176 43
80 169 62
110 55 40
53 107 45
45 117 45
222 186 95
277 159 28
134 256 61
158 97 39
220 176 98
10 229 28
277 72 14
212 87 73
56 105 13
153 13 12
91 103 42
293 75 40
150 179 55
198 170 15
125 159 75
76 41 43
102 243 92
140 206 28
260 220 27
3 201 34
8 289 14
200 58 99
89 169 16
185 261 96
62 26 87
100 133 30
196 286 88
269 245 38
275 181 54
105 57 25
31 160 35
277 182 90
283 166 35
129 258 66
192 108 39
20 5 39
58 100 67
245 44 46
277 39 27
227 116 60
239 167 92
218 94 72
4 90 83
245 97 44
85 88 89
24 104 96
15 63 95
13 211 52
133 198 68
125 113 79
18 109 83
213 200 99
93 280 76
240 223 71
135 274 46
59 28 8
140 58 6
257 5 51
160 210 98
18 258 74
72 114 27
190 132 3
120 27 63
171 211 100
251 289 91
197 92 6
108 166 50
74 26 40
15 86 16
136 21 23
287 193 69
165 49 33
20 56 57
46 2 43
32 25 48
68 205 39
113 41 8
214 3 94
209 107 78
98 9 70
103 118 26
146 203 8
152 190 13
176 235 93
245 266 85
53 277 44
64 134 62
240 276 29
7 242 7
78 290 18
183 190 28
109 217 33
241 177 50
243 204 75
62 16 87
276 18 4
103 263 92
192 105 33
136 160 88
28 168 89
218 223 80
87 61 64
224 195 68
279 71 14
220 208 72
245 69 45
122 31 13
290 186 55
182 97 21
185 263 66
176 286 44
143 140 17
58 165 40
112 95 97
205 166 48
239 153 3
114 191 66
90 219 92
7 249 42
168 54 20
208 188 51
258 121 64
87 240 38
164 255 30
67 208 7
20 237 53
99 236 85
286 158 13
12 41 93
166 162 2
69 28 20
126 166 11
185 226 44
141 290 57
141 286 84
104 17 42
63 101 66
126 289 58
213 61 58
54 116 95
114 271 87
117 278 11
294 47 65
285 103 2
2 80 82
239 33 63
36 284 26
115 33 82
266 213 27
66 137 76
278 61 20
58 142 31
199 124 1
63 112 50
225 91 97
21 284 53
153 177 33
99 253 24
180 222 27
190 88 27
76 111 19
236 241 60
72 173 86
266 258 28
33 82 7
223 279 98
87 58 18
259 92 67
251 111 53
62 214 37
132 214 96
244 141 52
25 127 93
195 265 54
113 234 64
246 291 75
105 228 72
240 167 60
86 129 37
197 189 43
155 202 52
182 81 18
111 81 85
117 118 49
268 169 75
159 193 36
77 105 67
219 265 84
206 86 55
166 236 18
247 283 5
269 239 76
37 268 8
214 258 55
225 284 37
99 156 42
142 223 17
26 247 17
31 260 51
216 150 93
267 160 86
102 31 39
122 198 61
85 247 84
89 50 19
57 135 16
6 237 97
133 143 56
96 258 47
49 280 66
141 2 65
281 159 19
57 165 11
273 214 86
18 28
4 2 90
17 4 44
18 17 77
5 17 73
13 17 79
10 2 79
7 17 50
14 18 8
9 7 27
11 14 92
15 2 32
12 5 40
8 13 38
1 11 89
16 10 15
6 8 63
3 18 43
4 9 64
1 2 87
13 10 60
11 16 42
10 11 75
17 15 81
13 2 73
6 13 91
15 1 23
9 1 87
4 15 18
189 283
30 166 87
132 30 71
106 30 88
104 166 30
112 104 20
110 106 77
95 112 17
187 95 14
66 187 46
157 66 6
45 95 40
91 157 41
6 187 8
79 104 79
16 132 26
150 6 8
11 104 67
97 6 35
178 166 80
175 79 41
149 45 52
129 187 50
131 16 44
28 187 76
59 178 80
182 178 38
23 16 74
116 110 72
4 59 91
65 59 7
93 116 69
155 150 50
138 97 21
34 30 83
29 155 25
144 66 2
141 29 66
101 187 22
68 95 93
153 132 93
2 4 80
39 11 73
156 110 52
33 182 42
130 66 99
162 68 86
64 34 64
77 162 68
133 131 76
161 79 80
44 178 67
84 150 44
119 66 69
127 116 33
15 33 74
48 178 35
115 59 77
85 97 1
152 4 47
140 149 46
55 155 91
47 162 59
169 93 11
71 150 9
99 140 88
36 155 90
7 115 92
92 55 69
165 152 76
184 2 36
82 150 71
54 97 54
89 165 33
167 115 78
60 84 92
108 162 84
179 155 3
113 30 57
63 47 1
102 156 64
105 108 43
176 102 24
53 92 53
32 116 89
46 179 75
173 89 78
61 11 6
188 155 44
70 138 80
8 28 25
81 66 9
186 105 81
19 115 77
168 102 52
125 95 49
37 48 56
122 127 32
163 60 29
12 130 14
128 91 27
137 77 31
172 30 58
88 104 47
148 122 88
177 81 21
123 162 73
126 60 14
13 150 14
90 115 5
20 4 37
73 157 66
111 6 28
31 15 54
174 33 11
145 161 57
87 104 54
9 87 64
78 129 10
83 149 8
56 93 86
49 28 35
42 123 87
40 71 92
22 172 25
120 156 2
24 111 28
118 130 98
189 71 62
151 19 89
180 48 87
72 126 78
57 168 100
10 162 82
62 79 93
67 47 60
17 110 1
38 111 48
27 68 60
94 85 99
147 145 46
76 8 66
51 68 5
5 71 98
107 39 3
146 59 95
74 72 6
121 29 100
103 82 77
35 22 46
14 51 51
98 30 30
185 150 19
124 10 72
50 173 54
43 156 31
18 130 50
158 115 28
80 44 37
171 39 59
26 138 45
181 176 87
100 48 4
52 63 69
136 185 4
135 104 20
117 67 23
142 29 39
183 182 71
139 103 42
114 15 33
143 93 30
109 95 14
75 138 16
69 14 41
170 99 58
41 43 46
58 90 37
86 66 92
160 165 1
159 187 23
154 57 100
134 143 35
96 169 39
25 43 81
164 112 17
3 95 43
21 12 54
1 128 59
88 45 92
65 62 63
107 163 84
126 19 63
113 109 42
1 65 8
157 74 74
152 127 54
189 12 83
126 113 59
159 125 55
55 160 59
59 183 55
184 100 3
171 117 52
175 151 19
27 8 28
37 136 33
148 187 85
47 95 90
54 79 39
35 122 41
124 8 13
47 84 20
147 142 46
71 104 94
120 126 17
126 105 53
58 96 17
29 101 25
88 89 63
67 139 82
18 6 71
33 66 92
155 108 68
106 22 89
87 14 31
88 76 80
80 32 78
136 19 59
140 49 10
51 121 54
169 152 33
103 29 69
123 111 32
7 138 34
180 82 84
158 12 88
49 102 51
108 135 38
188 79 36
46 154 45
137 63 59
151 54 41
142 99 19
54 11 56
42 108 79
45 16 94
28 39 61
109 189 94
60 27 76
126 142 92
168 185 83
188 8 77
51 77 16
85 180 50
103 172 60
98 96 75
140 75 48
185 33 20
164 172 65
49 171 19
179 34 49
1 27 26
135 33 76
23 182 16
3 142 71
74 65 11
31 189 68
180 130 11
15 87 4
58 150 79
21 27 83
86 107 99
18 44 4
177 158 73
118 167 4
59 88 14
111 85 1
177 186 9
76 145 50
167 138 78
3 150 57
70 180 20
69 149 81
225 426
70 222 82
183 222 64
133 70 55
28 133 49
80 28 18
187 183 14
137 28 82
193 137 2
162 133 88
179 187 34
199 137 41
122 199 30
20 183 97
100 199 5
195 100 48
113 70 38
142 187 82
37 222 21
78 142 45
19 183 90
126 195 10
12 19 96
108 195 47
163 187 7
171 20 23
18 113 14
49 19 80
114 122 87
173 133 14
86 163 42
149 28 46
150 113 90
175 49 71
51 122 95
46 113 66
208 149 82
41 122 22
181 86 36
16 86 46
200 113 32
35 41 59
138 12 71
89 162 63
210 193 13
45 163 59
79 108 41
73 137 38
84 79 14
214 73 55
6 100 90
29 222 58
95 199 28
155 41 1
158 73 63
224 70 65
206 19 75
217 100 25
136 6 54
22 19 97
202 179 14
159 46 22
188 20 41
53 122 9
14 142 99
7 19 54
74 12 46
168 224 52
58 193 96
17 168 94
93 29 13
61 80 68
201 206 29
182 35 30
221 93 99
164 20 95
209 208 18
186 126 95
25 224 61
103 86 43
144 150 47
5 18 98
